,AAV_CBLN1_OE_1,AAV_CBLN1_OE_2,AAV_CBLN1_OE_3,AAV_CTL1,AAV_CTL2,AAV_CTL3
Maged1,366.405283,364.597746,345.877422,368.001035,538.588831,404.694124
Gas5,322.173007,314.265683,300.619325,398.207836,483.657093,542.672271
Set,384.831753,381.069656,373.197397,402.978025,356.836749,441.63059
Sec61b,401.245133,421.745954,393.404525,393.157096,296.106759,432.366057
C1qc,422.102802,383.591043,581.767187,433.099748,179.729997,303.015853
Atf5,381.351443,350.339369,392.132494,303.722936,360.792707,444.97393
Lgals3bp,420.995595,366.635501,483.086518,441.153412,265.902911,300.652954
Capzb,395.763189,390.453476,387.797505,392.405496,398.472499,351.779164
Ndfip1,372.645873,364.353086,346.84629,397.205166,448.378396,424.244284
Gm4735,352.549524,305.30803,315.751803,284.682698,636.600068,443.529009
Tmed2,360.849358,400.096265,375.097871,392.127644,352.874655,427.230823
Txn1,373.165173,365.957438,344.876246,425.853629,356.823153,430.895784
Angptl2,424.069496,347.569328,314.344874,387.10155,510.674377,316.302233
Col6a3,338.514985,377.029127,390.271799,393.516415,461.622266,312.530417
Junb,430.832756,427.622183,348.714688,295.56807,405.285995,279.514325
Msn,376.234644,341.108209,377.008469,351.490492,413.920444,384.671369
Slc25a5,404.314784,417.045165,396.47207,394.348433,293.949203,380.423164
Flna,367.669702,399.22758,362.690121,360.845643,402.683247,330.699648
Rcn3,433.499458,477.047757,435.256255,418.974367,314.116968,273.716391
Rhoc,373.046928,343.51104,337.768571,360.195607,450.40498,384.844228
Hsp90aa1,317.498501,402.25804,327.037567,323.318522,364.391179,584.335851
Cnbp,383.367624,364.336962,318.579752,381.675866,355.726534,393.724772
Cd81,382.390539,366.015865,378.703194,359.452323,396.301843,372.116069
Uqcrh,374.80537,404.601994,369.029749,395.723181,355.511401,378.334974
Dynll1,374.666912,445.718538,415.552217,400.593934,209.656646,452.167658
Mrpl52,365.575913,374.692273,364.361398,368.803164,357.286008,421.214884
Selenof,361.461288,387.45025,361.336408,412.071457,362.799909,364.766376
Rpl22l1,342.4091,362.718279,379.272596,460.671903,314.104048,432.049041
Svs2,511.553408,1350.975001,1031.85465,3.130185,0.231691,0.413911
Sod1,407.515988,341.821059,438.971679,409.72801,284.945031,314.930954
Pcbp1,364.044191,382.9546,378.428093,349.232928,326.924486,342.516077
Cct5,347.919591,360.341554,343.198257,336.716486,354.385741,398.249613
Grina,322.515022,303.882831,306.682465,294.350102,462.567861,376.021022
Atpif1,395.184151,351.134354,341.355037,368.784158,311.88206,398.502594
Ddit4,327.396584,272.229746,304.879913,209.735525,762.236732,233.695896
Rhoa,359.617611,346.625216,359.80318,369.333522,361.291053,358.828418
Gm37401,341.049051,329.680754,411.729198,282.710812,392.299875,356.005034
Plp2,303.56242,309.997891,330.688305,343.191188,415.137228,382.835618
Tmed10,343.95343,341.493261,340.295505,341.036734,368.740092,347.43815
Serf2,370.452964,359.568548,392.802869,341.884233,293.769423,335.026086
Canx,317.67834,343.751858,337.27402,346.177347,351.953997,392.708835
Cyb5r3,332.403513,322.891186,314.273883,338.388357,413.03547,344.462429
Psme2,350.90944,309.754876,407.07673,405.90269,231.400489,319.812457
Arf4,350.09574,343.777293,365.356339,362.549262,320.5083,366.858332
Rps7-ps3,334.557414,295.24953,277.296267,347.74728,447.421617,406.749943
Fxyd5,323.001206,267.038435,386.291324,346.869486,340.50575,334.874156
Eif4b,319.995747,310.526354,282.460195,308.978002,458.839426,373.41885
Wnt5a,347.899711,235.89106,285.874529,340.563809,479.11506,363.414156
Ifitm1,349.086733,344.292349,347.426881,438.193418,197.621075,317.421876
Cap1,311.705312,298.150037,339.545201,325.669997,371.226699,359.927878
Ddb1,371.084891,328.024081,342.732468,352.006562,348.182461,303.971135
Cdk4,357.590074,403.867466,310.415679,332.370815,309.779985,333.614496
Morf4l2,350.972287,330.751183,315.55644,346.743432,326.709473,358.213444
Krt19,286.270339,285.358261,408.882961,355.482566,505.707186,378.216594
Plin2,286.926859,261.900237,255.154346,257.617307,540.265486,428.195197
Spcs1,343.309132,321.033795,329.981309,374.291793,296.023777,341.910636
Fkbp1a,325.835463,312.7016,319.473797,349.080461,351.652486,353.193813
Prmt1,369.941707,340.641252,334.358598,354.390239,292.703368,325.775755
Mxra8,359.650544,309.848739,307.117989,335.449909,362.410509,259.111853
Phlda3,325.018089,294.198326,342.357624,309.81307,304.692471,381.915168
mt-Rnr1,319.742966,321.034052,267.441551,322.161399,297.729384,531.873851
Mrfap1,331.861478,346.880852,314.927557,336.831885,310.364299,360.016804
Gabarap,320.077846,319.967928,342.271102,345.653957,356.116581,329.865156
Sumo2,335.251626,328.19627,328.491164,360.327777,285.517728,345.201348
Hspe1,279.959531,318.129126,320.341176,360.751165,270.684742,492.688868
9530053A07Rik,8.293051,968.2727,1185.85637,118.125053,5.160315,26.100522
Phgdh,345.526597,338.448221,358.258536,302.62987,257.45963,329.576673
Actn4,342.263299,323.021273,335.415784,326.230354,343.852655,290.03579
Cox6b1,309.644498,344.060601,347.202921,356.012552,295.056445,328.358116
Mmp2,317.566631,288.313138,331.156203,319.709385,418.925589,257.143396
Ndrg1,179.515504,83.893406,124.244622,124.881253,1325.090561,345.48713
Ywhaq,347.997012,321.509689,284.997252,328.268277,335.364404,332.45972
Gng5,315.70075,309.239835,309.980761,311.655641,325.488418,371.901591
Gm10222,608.472247,554.348146,350.32976,338.604557,313.127337,356.206829
Ccnd1,329.387623,311.200964,322.821963,338.011989,240.398269,335.843444
Gm12895,527.399848,264.033869,144.415544,205.823952,374.791735,299.741523
Sdcbp,317.283252,297.385065,307.393043,334.453924,325.438553,334.977679
Atf4,280.998524,247.526108,258.753358,242.077181,367.557217,450.027506
mt-Rnr2,304.937709,410.204563,244.566374,301.575937,274.279775,408.46551
Stat1,269.965471,202.506073,405.871524,388.307093,158.563839,269.821193
Lamb1,328.781938,263.026613,270.622747,276.392754,476.263345,303.299909
Cd164,317.121326,276.497161,247.0708,301.985183,427.25893,338.299906
Uqcc2,288.141184,318.031217,301.091795,310.030101,302.547398,383.82737
Uqcrq,335.135725,319.923356,287.558792,278.14583,301.759364,347.040639
Rabac1,314.154152,350.992033,333.137871,309.312502,350.94867,287.35064
Sat1,341.546801,281.627057,287.201067,286.873458,401.61172,315.155783
Ucp2,353.250344,375.676249,506.46172,315.060521,142.3238,187.160884
Nbl1,358.357714,302.663028,355.888459,354.453419,299.236378,213.603571
Gm48275,332.227234,481.214223,159.999431,204.10568,448.251869,306.116046
Cct2,312.211901,306.689639,288.272253,318.967978,326.375267,329.708697
Morf4l1,320.021941,305.578626,298.565879,314.357579,344.307785,305.600494
Nupr1,299.431552,193.528741,204.410699,223.21525,530.695687,378.955843
Raly,304.553038,334.298978,316.05343,320.559508,299.090221,317.800917
Ybx3,294.137909,292.800977,290.665392,293.297525,305.231053,345.186143
Psme1,317.416492,313.418057,350.520963,337.950333,239.344328,268.378345
Timp3,343.556056,327.656418,247.661519,307.963034,319.130571,299.059268
Atp5d,319.943396,303.633225,351.93302,300.296075,295.097686,294.488083
Lamp2,310.800272,295.579738,296.483772,327.533806,331.826058,299.142914
Atp5h,308.459421,322.157509,337.403092,353.172841,270.742779,290.071976
Lgmn,353.181187,287.36306,367.780462,327.465378,247.601559,262.99101
Micos10,331.155604,308.297285,291.164781,378.988598,268.504166,312.461183
Col18a1,236.553264,320.972353,285.145695,257.470571,406.737768,292.669443
H2-Q6,311.531753,200.30442,366.072496,310.866748,253.43927,287.772578
Arpc4,326.006345,280.598106,308.592361,332.737539,281.439962,296.207672
Ptbp1,318.968373,319.393015,305.381533,275.944289,316.556166,279.24243
Rpn2,296.119932,311.721784,333.592641,300.415428,292.838234,283.716142
Cd52,324.685364,329.892623,436.603477,384.490943,114.713887,240.979852
Nptn,275.434461,271.494731,288.446704,325.311878,330.950679,303.266627
Sec61g,260.346188,300.652526,281.204043,330.187126,323.315441,353.469167
Psmb4,350.153899,327.411936,305.817562,292.720076,243.79957,286.39724
Tspan4,344.583603,309.561088,307.011242,320.779099,279.292307,263.625619
H2-T22,290.246518,210.41467,346.210793,326.793628,235.897133,285.844179
Prdx2,320.398644,319.67131,286.344478,306.690209,286.029126,305.240053
Myadm,299.40168,276.283589,265.987164,298.388939,365.112512,280.602022
Eif3e,283.362906,277.074755,248.943798,299.533052,356.263628,338.129102
Tsc22d1,320.335388,298.891623,259.565081,278.484971,402.716463,278.429531
Actr3,317.992845,273.100334,313.364159,324.478494,280.062566,277.421445
Enpp2,290.080154,319.025287,301.409032,297.936562,323.349447,272.236528
Serinc3,318.756003,306.009911,346.730436,302.361906,255.787504,245.905339
Cd44,291.811208,244.927197,222.166746,283.725933,415.725142,301.563953
P4ha1,232.602241,191.272446,239.054035,250.340089,540.355587,395.069595
Septin9,300.727833,268.969061,295.133163,274.672446,363.17377,281.018128
Anxa6,314.665542,339.191976,354.610013,322.730324,233.699894,242.982914
Tcim,246.132099,225.253424,167.914029,206.678248,728.651628,253.395824
Edf1,285.71909,296.143959,330.591424,311.540662,235.904983,308.4562
Tardbp,306.36422,314.655984,282.005836,309.33751,242.559347,324.513399
Scara5,326.554911,267.025788,251.26008,317.261342,266.516444,266.957816
Ubl5,270.9763,279.307237,291.423155,306.059622,279.598678,298.944731
Atox1,297.805462,342.569708,350.863663,312.22782,181.412541,290.419481
Rab7,272.872395,289.794329,305.735117,291.058444,273.999199,256.388743
Cct6a,304.782812,301.698031,269.257345,305.423746,250.487353,313.497587
Arpc3,288.02029,286.936899,338.884263,315.097867,254.268548,294.264131
Tcp1,288.444393,280.210332,280.402722,290.825447,291.959282,299.553446
Ndufa6,266.588119,291.27619,229.985729,317.839439,332.078652,340.075419
Ssr4,318.363486,328.484451,318.719264,307.57526,247.44847,279.648918
Cotl1,294.917894,297.477846,346.012242,290.40048,235.547921,273.223546
Ssr3,284.351791,280.278596,265.220948,280.476249,330.507102,305.653994
Psma7,309.600162,288.116806,303.417869,286.273512,253.823598,286.069816
Slc3a2,309.814309,226.606474,273.187483,210.602287,330.591754,289.95862
Uqcr11,297.898475,309.607914,313.548338,297.829095,227.525187,292.582852
Hnrnpa0,299.071671,293.258136,260.004112,270.06113,338.179658,277.423028
Ssr2,296.412147,325.32852,299.383649,298.003644,246.401529,287.142547
Htra1,252.332901,199.668291,261.871704,242.520276,374.373849,313.386662
Atp5c1,301.644775,278.195447,284.356635,312.432801,276.791616,274.19877
Mtch1,314.068555,328.232714,303.580979,309.351375,236.393523,240.304507
Ndufa7,284.746978,284.140495,292.324951,285.151312,263.275126,302.203719
Fcer1g,286.918877,244.596602,367.812735,328.087668,135.390565,245.535086
Tes,254.251928,226.027749,221.38598,289.02132,363.260649,308.582039
Tnfrsf12a,265.424582,211.867689,207.288453,267.713065,301.556377,375.022156
Anp32a,242.395461,284.71577,244.189174,321.620327,316.965715,301.367369
Vdac1,257.095431,245.155751,251.149355,281.402514,353.347415,291.258777
Nid1,279.976917,263.536323,264.133108,265.515291,355.455509,232.984829
Ero1l,167.679628,65.215784,130.169793,103.19388,941.303582,377.701663
Hspa9,269.139659,216.062905,219.392739,205.374448,372.794356,332.12166
Ghitm,273.201807,234.339686,238.74485,231.449194,309.416595,368.921729
Cd151,289.000389,257.667117,272.232118,272.337156,311.02662,291.606386
Axl,280.86576,257.892738,313.892634,278.256482,285.968582,231.171682
Zfp36l2,264.356072,265.635391,216.606264,225.896073,528.057121,197.049268
Mfge8,278.012143,295.412851,280.901915,315.248541,289.530473,223.695284
Cthrc1,394.221344,330.031281,272.547369,362.770728,163.030226,202.740785
Vmp1,282.163066,260.93155,225.627365,307.728027,292.411447,312.397588
Dstn,258.119239,261.396242,249.285871,269.282282,325.674932,301.307183
Clic4,265.883989,246.603673,258.473636,254.212091,295.471967,291.941815
Ppp1r14b,299.256636,277.161471,287.36689,271.409493,212.516996,306.500894
Pbsn,42.042035,796.894304,863.704273,161.446332,9.823688,63.32775
Col5a2,271.035947,288.46314,271.434417,262.783195,358.100199,227.155175
Atp5j2,272.144423,310.789719,284.656369,283.855918,211.046876,290.726713
Itm2c,281.960398,265.094322,286.268052,263.925377,294.445532,253.056611
Ddost,277.62464,283.87883,295.570152,261.127513,253.604743,249.198871
Swi5,270.352986,258.09332,264.140757,292.290893,221.404884,301.130114
Nap1l1,262.905359,266.777118,250.548482,295.58148,264.993477,298.287168
Cyba,279.115195,279.089551,372.118281,309.26148,161.419938,227.605354
Gm42031,216.808754,373.949683,144.974468,173.927119,391.925682,292.383953
Mtap,328.377338,291.486177,270.140375,303.60209,200.135654,250.608462
Psmb6,282.835641,281.097661,274.351728,276.578905,237.803698,258.997329
Prkar1a,286.692655,266.000843,279.296384,293.433646,251.166244,255.832175
Tmem59,283.343614,231.9521,273.644415,285.512,270.338738,262.783716
Cox5b,288.225719,310.620717,300.785175,247.982963,215.837441,236.19609
Hdgf,267.329984,268.809496,257.037481,252.527301,281.069357,264.614602
Shisa5,279.717155,232.651027,335.267233,273.430041,211.02043,202.867942
Tbca,248.35783,250.165642,229.963638,299.979321,263.99785,309.682709
Bgn,243.318912,243.526619,438.696249,184.131356,165.067776,136.858828
Dnaja1,203.065994,299.828261,252.782336,283.593372,161.052785,421.486979
Snrpb,273.242748,300.469405,263.663358,245.989875,221.785195,252.930835
Ywhah,259.987236,265.007916,285.659672,294.525477,210.691849,264.75376
Actn1,258.455443,279.621975,257.201587,249.587278,288.103782,223.554121
Vcp,256.610696,290.049401,285.080425,278.335112,210.570133,250.399338
Stt3a,303.936063,231.688407,249.868398,224.734863,315.359274,256.367849
Col4a2,281.694708,295.851998,278.000743,244.157543,291.279859,181.220368
Grcc10,292.936232,238.884789,296.571735,263.181996,197.419189,274.838166
Nars,258.421655,218.21484,228.226469,208.095966,273.598682,295.048303
Psma3,251.851656,249.046391,235.983456,289.903616,234.429714,268.230588
Snrpe,248.205389,275.179212,256.822642,285.936608,230.164773,270.517549
Uqcr10,244.890333,251.502153,268.677355,297.294553,218.029959,266.997162
Hnrnpu,259.322723,256.650632,250.695095,267.570416,212.506224,273.516956
Pdia4,221.955492,302.135361,294.149461,251.880671,186.445584,256.665787
Gm10123,286.756714,248.336318,277.061261,273.824637,214.308355,250.18296
Mlf2,250.58447,276.183487,268.06504,251.101457,222.531294,235.69306
Csnk1a1,266.183723,246.676978,224.395269,232.010313,302.230469,243.303759
Nucb1,271.708753,288.734229,267.753133,250.033182,236.024713,236.938655
Psmb3,268.297015,243.891252,271.033154,268.918289,208.368887,263.08616
Hdlbp,247.181835,267.678287,258.326506,246.394104,265.355258,240.196756
St13,215.140487,221.324842,220.264371,249.84441,285.587098,326.934206
C1s1,231.367046,235.194332,307.709904,276.370656,234.583112,179.040476
Postn,390.28141,258.920563,380.971794,392.021379,102.247643,119.034244
Col5a1,231.932695,280.869316,274.846861,232.29314,285.447837,200.346842
Eif3i,265.810189,243.741041,253.89002,263.640577,237.573209,235.386527
Fam162a,202.211462,155.715083,167.967628,214.836373,471.5259,333.520102
Fgfr1,246.472982,220.834969,220.893495,237.444984,301.703483,221.5124
Cox5a,245.339876,228.888619,256.989569,266.301449,219.440289,273.840887
Dynlt1b,265.509796,257.511739,229.7468,281.573346,236.904914,221.905487
Hnrnpc,243.305429,243.875411,243.864452,234.949642,225.571929,305.041579
Eif3c,249.824862,237.370277,235.335468,212.61865,287.036366,243.001963
Dynlrb1,254.134909,228.838393,239.16457,271.417693,214.523024,267.030081
Hnrnph1,234.829616,268.568212,216.37719,279.818453,207.814731,285.837934
Isg15,250.439685,204.697923,238.220582,227.544703,133.193196,251.781339
Caprin1,262.216136,266.385474,251.39746,256.181251,206.248377,233.143668
Gsto1,237.796766,228.147952,220.899918,216.748447,278.609995,257.335351
Spcs2,251.304983,252.64566,261.832738,247.969228,191.339974,271.669509
Serpinb6a,226.221635,185.377142,210.097295,245.76866,288.390857,312.293807
Abhd2,254.499457,217.8629,238.133423,249.548954,249.361647,225.429187
Tubb4b,260.955802,272.819095,238.990502,242.612435,195.256103,232.384266
Cops9,208.147629,278.258636,255.578638,282.071131,185.075364,281.822865
Ergic3,244.426315,248.161979,259.180126,239.894628,250.264574,211.691919
Atp5g1,246.00869,248.048937,287.497307,264.466441,158.282496,241.397597
Tuba1c,244.110677,251.297464,212.282649,206.718537,214.646361,242.734595
Tkt,237.315451,244.415849,249.135075,224.251396,244.90259,246.33697
Cd82,210.291445,180.876304,254.134232,251.988108,259.652299,231.682894
Taf10,257.167319,254.923352,231.883342,234.301619,213.79384,253.50041
Dbi,219.881902,251.289751,235.890225,288.136913,188.185357,239.897332
Phb2,247.118592,242.239805,243.403448,227.669383,224.763501,232.458233
Cavin1,240.924105,233.63449,239.98507,250.546261,230.228875,232.491051
Ndufa2,262.460655,237.105945,219.338288,237.176029,224.508946,243.142342
Tnnt2,152.910299,163.115857,146.777471,187.032346,492.17288,339.755456
Ndufa3,259.218992,235.944953,226.209071,313.505529,180.851137,257.869437
Rnh1,242.541435,236.018845,245.658386,242.807733,233.209066,218.962285
Rpn1,206.213848,234.782881,258.408651,262.180431,194.580177,240.660547
Ywhag,221.513042,195.724415,207.794481,209.849112,252.830997,293.604763
Rnasek,232.921902,246.550957,240.503546,247.281702,225.446418,221.715269
Ostc,232.114584,242.316574,232.422868,260.000687,189.641074,280.498702
Ndufa1,235.303576,235.597304,249.572568,280.013126,192.590777,250.245461
Vdac2,243.17323,220.061553,208.918716,227.245316,251.879406,240.361767
Tgm2,271.652311,272.87227,282.712969,233.135093,123.175934,197.01574
Tceal9,233.252889,256.245643,203.368945,258.316829,247.489596,237.740244
Hspd1,230.093767,234.224853,228.872749,226.583033,180.602571,328.05767
Eif4a2,195.883268,220.514086,202.89001,216.709733,320.26546,269.711501
Tyrobp,237.42231,237.634596,334.344608,276.990628,114.286249,209.558433
Scd2,190.02055,173.374834,192.906074,280.427354,329.437712,257.928662
Bc1,213.450289,207.094813,179.395685,255.118492,207.497143,363.085797
Efemp2,275.095851,252.311117,258.50989,265.240631,197.726381,197.738754
Anp32b,230.53409,234.565966,221.668138,220.876281,236.99268,243.54514
Errfi1,239.374253,300.038018,152.056065,156.755984,308.331648,164.851961
Cox7a2,249.508259,236.644909,227.958548,246.446248,219.46114,240.280219
Ran,236.547412,240.330452,222.4514,231.986975,191.092143,251.989203
Cnn2,253.35909,236.915062,247.07991,262.500656,211.598207,195.25608
Rhob,244.346305,258.878237,240.670332,204.016451,317.503081,167.256943
